image,class,x1,x2,y1,y2,latitude,longitude,altitude
DJI_20250424192953_0006_V.jpeg,barcode,1243.19189453125,1286.8748779296875,45.36429214477539,84.01090240478516,49.099383833333334,12.181017472222221,487.063
DJI_20250424192953_0006_V.jpeg,barcode,941.6913452148438,982.89013671875,38.32168960571289,73.5056381225586,49.099383833333334,12.181017472222221,487.063
DJI_20250424192953_0006_V.jpeg,barcode,1233.3394775390625,1276.0732421875,52.434715270996094,89.56193542480469,49.099383833333334,12.181017472222221,487.063
DJI_20250424192953_0006_V.jpeg,barcode,1461.3853759765625,1502.5660400390625,91.15477752685548,130.5717315673828,49.099383833333334,12.181017472222221,487.063
DJI_20250424192953_0006_V.jpeg,barcode,1212.2421875,1257.5992431640625,55.74776458740234,92.91460418701172,49.099383833333334,12.181017472222221,487.063
DJI_20250424192953_0006_V.jpeg,barcode,1522.5675048828125,1562.9769287109375,95.46570587158205,135.84347534179688,49.099383833333334,12.181017472222221,487.063
DJI_20250424192953_0006_V.jpeg,barcode,1207.5413818359375,1248.002685546875,56.98920440673828,92.67049407958984,49.099383833333334,12.181017472222221,487.063
DJI_20250424192953_0006_V.jpeg,barcode,1464.1092529296875,1510.3465576171875,125.72802734375,161.78460693359375,49.099383833333334,12.181017472222221,487.063
DJI_20250424192953_0006_V.jpeg,pallets,1150.2125244140625,1386.908203125,2.165360450744629,169.20530700683594,49.099383833333334,12.181017472222221,487.063
DJI_20250424192953_0006_V.jpeg,pallets,1426.2711181640625,1655.739990234375,0.8260722756385803,242.46116638183597,49.099383833333334,12.181017472222221,487.063
DJI_20250424192953_0006_V.jpeg,pallets,861.326171875,1092.3055419921875,0.0,124.33666229248048,49.099383833333334,12.181017472222221,487.063
DJI_20250424192953_0006_V.jpeg,pallets,655.7780151367188,835.4920654296875,0.4664786159992218,81.91931915283203,49.099383833333334,12.181017472222221,487.063
DJI_20250424192954_0007_V.jpeg,barcode,1162.1636962890625,1206.1951904296875,450.26416015625,484.8951110839844,49.09941230555556,12.181017833333332,486.929
DJI_20250424192954_0007_V.jpeg,barcode,1227.0216064453125,1275.0220947265625,493.8638916015625,531.9203491210938,49.09941230555556,12.181017833333332,486.929
DJI_20250424192954_0007_V.jpeg,barcode,851.3600463867188,895.4283447265625,399.4939270019531,435.2436828613281,49.09941230555556,12.181017833333332,486.929
DJI_20250424192954_0007_V.jpeg,barcode,866.59716796875,910.7164306640624,421.2248229980469,455.072021484375,49.09941230555556,12.181017833333332,486.929
DJI_20250424192954_0007_V.jpeg,barcode,1455.824462890625,1499.8739013671875,548.4866333007812,582.68603515625,49.09941230555556,12.181017833333332,486.929
DJI_20250424192954_0007_V.jpeg,pallets,1421.912109375,1640.8480224609375,334.92724609375,669.8291015625,49.09941230555556,12.181017833333332,486.929
DJI_20250424192954_0007_V.jpeg,pallets,1128.552001953125,1378.6217041015625,232.0878753662109,596.2581787109375,49.09941230555556,12.181017833333332,486.929
DJI_20250424192954_0007_V.jpeg,pallets,796.83251953125,1080.9952392578125,172.1049041748047,547.72412109375,49.09941230555556,12.181017833333332,486.929
DJI_20250424192954_0007_V.jpeg,pallets,585.3990478515625,799.7830200195312,227.7872467041016,508.3068237304688,49.09941230555556,12.181017833333332,486.929
DJI_20250424192954_0008_V.jpeg,barcode,1005.7677001953124,1042.490478515625,774.7582397460938,818.5784301757812,49.09944183333334,12.181017055555555,486.832
DJI_20250424192954_0008_V.jpeg,pallets,1132.7919921875,1381.689208984375,712.637451171875,1041.6416015625,49.09944183333334,12.181017055555555,486.832
DJI_20250424192954_0008_V.jpeg,pallets,586.937255859375,794.498291015625,680.7171020507812,932.746337890625,49.09944183333334,12.181017055555555,486.832
DJI_20250424192954_0008_V.jpeg,pallets,1425.5155029296875,1636.9461669921875,794.9725341796875,1084.378173828125,49.09944183333334,12.181017055555555,486.832
DJI_20250424192954_0008_V.jpeg,pallets,799.216552734375,1078.780517578125,654.2234497070312,968.8802490234376,49.09944183333334,12.181017055555555,486.832
DJI_20250424192955_0009_V.jpeg,pallets,1117.2042236328125,1367.1982421875,1177.911865234375,1464.59765625,49.09947025,12.18101736111111,486.624
DJI_20250424192955_0009_V.jpeg,pallets,1409.6395263671875,1632.1524658203125,1240.19580078125,1502.2763671875,49.09947025,12.18101736111111,486.624
DJI_20250424192955_0009_V.jpeg,pallets,785.9111328125,1067.9808349609375,1117.7633056640625,1393.187744140625,49.09947025,12.18101736111111,486.624
DJI_20250424192955_0009_V.jpeg,pallets,556.2600708007812,786.1754760742188,1109.994140625,1380.365966796875,49.09947025,12.18101736111111,486.624
DJI_20250424192956_0010_V.jpeg,pallets,844.4873657226562,1126.28662109375,1490.853515625,1794.51708984375,49.09949436111111,12.181011305555556,486.454
DJI_20250424192956_0010_V.jpeg,pallets,1172.8170166015625,1427.0435791015625,1555.63330078125,1831.8955078125,49.09949436111111,12.181011305555556,486.454
DJI_20250424192956_0010_V.jpeg,pallets,612.368408203125,833.3916625976562,1473.6177978515625,1752.2489013671875,49.09949436111111,12.181011305555556,486.454
DJI_20250424192956_0010_V.jpeg,pallets,1464.661865234375,1697.569580078125,1602.7469482421875,1872.0396728515625,49.09949436111111,12.181011305555556,486.454
DJI_20250424192957_0011_V.jpeg,pallets,1573.1529541015625,1802.51708984375,1709.988525390625,1967.044921875,49.09950588888889,12.180989166666667,486.376
DJI_20250424192957_0011_V.jpeg,pallets,978.5546264648438,1307.1156005859375,1409.100830078125,1736.50341796875,49.09950588888889,12.180989166666667,486.376
